Name,Level,Other_Title
Cambridge review of international affairs,1,
Cambridge studies in advanced mathematics,1,
Cambridge studies in linguistics,1,
Camera obscura,2,
Accounting perspectives,1,
Canadian aeronautics and space journal,1,
Canadian-american slavic studies,1,
Canadian applied mathematics quarterly,1,
Canadian association of radiologists journal-journal de l association canadienne des radiologistes,1,
Canadian business law journal,1,
Canadian entomologist,1,
Canadian family physician,1,
Canadian field-naturalist,1,
Canadian foreign policy,1,
Canadian geographer-geographe canadien,1,
Canadian geotechnical journal,1,
Canadian historical review,1,
Canadian journal of administrative sciences,1,Revue canadienne des sciences de l'administration
Canadian journal of African studies,1,
Canadian journal of agricultural economics-revue canadienne d agroeconomie,1,
Canadian journal of anesthesia,1,Journal canadien d'anesthesie;
Canadian journal of animal science,1,
Canadian journal of archaeology,1,
Canadian journal of behavioural science-revue canadienne des sciences du comportement,1,
Canadian journal of cardiology,1,
Canadian journal of chemical engineering,1,
Canadian journal of chemistry,Other identified publication channels,Revue canadienne de chimie
Canadian journal of civil engineering,1,
Canadian journal of communication,1,
Canadian journal of community mental health,1,
Canadian journal of counselling,1,
Canadian journal of criminology and criminal justice,1,
Canadian journal of development studies-revue canadienne d etudes du developpement,1,
Canadian journal of diabetes,1,
Canadian journal of dietetic practice and research,1,
Canadian journal of earth sciences,1,
Canadian journal of economics,1,Revue canadienne d'économique
Canadian journal of education,1,
Canadian journal of educational administration and policy,1,
Canadian journal of emergency medicine,1,
Canadian journal of experimental psychology-revue canadienne de psychologie experimentale,1,
Canadian journal of family law,1,
Canadian journal of fisheries and aquatic sciences,2,
Canadian journal of forest research-revue canadienne de recherche forestiere,2,
Canadian journal of higher education,1,
Canadian journal of history-annales canadiennes dhistoire,1,
Canadian journal of human sexuality,1,
Canadian journal of infectious diseases and medical microbiology,1,
Canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,1,
Canadian journal of law and jurisprudence: an international journal of legal thought,1,
Canadian journal of law and society-revue canadienne de droit et societe,1,
Canadian journal of linguistics-revue canadienne de linguistique,1,
Canadian journal of mathematics-journal canadien de mathematiques,1,
Canadian journal of microbiology,1,
Canadian journal of music therapy,1,
Canadian journal of native studies,1,
Canadian journal of neurological sciences,1,
Canadian journal of nursing research,1,
Canadian journal of occupational therapy,1,
Canadian journal of ophthalmology-journal canadien d ophtalmologie,1,
Canadian journal of philosophy,2,
"Canadian journal of philosophy, supplementary volume",1,
Canadian journal of physics,1,
Canadian journal of physiology and pharmacology,1,
Canadian journal of plant science,1,
Canadian journal of plastic surgery,1,
Canadian journal of political science-revue canadienne de science politique,1,
Canadian journal of psychiatry-revue canadienne de psychiatrie,1,
Canadian journal of psychoanalysis,1,
Canadian journal of public health-revue canadienne de sante publique,1,
Canadian journal of remote sensing,1,
Canadian journal of rural medicine-journal canadien de la medecine rurale,1,
Canadian journal of school psychology,1,
"Canadian journal of science, mathematics and technology education",1,
Canadian journal of sociology-cahiers canadiens de sociologie,1,
Canadian journal of soil science,1,
Canadian journal of statistics-revue canadienne de statistique,1,
Canadian journal of surgery,1,
Canadian journal of veterinary research-revue canadienne de recherche veterinaire,1,
Canadian journal of women and the law-revue femmes et droit,1,
Canadian journal of zoology-revue canadienne de zoologie,1,
Canadian journal on aging,1,Revue canadienne du vieillissement;
Canadian literature,2,
Canadian mathematical bulletin-bulletin canadien de mathematiques,1,
Canadian medical association journal,1,
Canadian metallurgical quarterly,1,
Canadian mineralogist,1,
Canadian mining journal,1,
Canadian modern language review-revue canadienne des langues vivantes,1,
Canadian online journal of queer studies in education,1,
Canadian poetry,1,
Canadian psychology-psychologie canadienne,1,
Canadian public administration-administration publique du canada,1,
Canadian public policy,1,Analyse de politiques;
Canadian respiratory journal,1,Revue canadienne de pneumologie
Canadian review of american studies,1,
Canadian review of comparative literature,1,
Canadian review of sociology-revue canadienne de sociologie,1,
Canadian slavonic papers: an interdisciplinary journal devoted to central and eastern europe,2,
Canadian tax journal,1,
Canadian theatre review,2,
Canadian water resources journal,1,
Canadian veterinary journal-revue veterinaire canadienne,1,
Canadian woman studies,1,
Canadian yearbook of international law,1,
Cancer,2,
Cancer and metastasis reviews,1,
Cancer biology and therapy,1,
Cancer biomarkers,1,
Cancer biotherapy and radiopharmaceuticals,1,
Cancer causes and control,1,
Cancer cell,3,
Cancer cell international,1,
Cancer chemotherapy and pharmacology,1,
Cancer control,1,
Cancer cytopathology,1,
Cancer epidemiology,1,
Cancer epidemiology biomarkers and prevention,2,
Cancer gene therapy,1,
Cancer genomics and proteomics,1,
Cancer imaging,1,
Cancer immunology immunotherapy,1,
Cancer investigation,1,
Cancer journal,1,
Cancer letters,1,
Cancer nursing,2,
Cancer prevention research,1,
Cancer radiotherapie,1,
Cancer research,3,
Cancer science,1,
Cancer surveys,1,
Cancer treatment reviews,1,
Candollea,1,
Capitalism and society,1,
"Capitalism, nature, socialism",2,
Capra: cave archaeology and palaeontology research archive,1,
Caravelle: cahiers du monde hispanique et luso: bresilien,1,
Carbohydrate polymers,2,
Carbohydrate research,1,
Carbon,2,
Carbon: science and technology,Other identified publication channels,
Carbon and climate law review,1,
Carbonates and evaporites,1,
Carcinogenesis,1,
Cardiology,1,
Cardiology clinics,1,
Cardiology in review,1,
Cardiology in the young,1,
Cardiovascular and hematological agents in medicinal chemistry,1,
Cardiovascular and hematological disorders - drug targets,1,
Cardiovascular and interventional radiology,1,
Cardiovascular diabetology,1,
Cardiovascular drugs and therapy,1,
Cardiovascular pathology,1,
Cardiovascular research,2,
Cardiovascular therapeutics,1,
Cardiovascular therapy and prevention,1,
Cardiovascular toxicology,1,
Cardiovascular ultrasound,1,
Cardozo law review,1,
Career development and transition for exceptional individuals,1,
Career development international,1,
Career development quarterly,2,
Caribbean journal of science,1,
Caries research,2,
Caring for the ages,1,
Carl nielsen studies,1,
Carnets de geologie,1,
Carnets du Cediscor,1,
Carpathian journal of earth and environmental sciences,1,
Carrefours de leducation,1,
Cartographic journal,1,
Cartographic perspectives,1,
Cartographica,1,
Cartography and geographic information science,2,
Caryologia,1,
Casopis pro moderni filologii,1,
Cassiodorus: rivista di studi sulla tarda antichita,1,
Catalan journal of linguistics,1,
Catalan review,1,
Cataloging and classification quarterly,1,
Catalysis letters,1,
Catalysis reviews: science and engineering,2,
Catalysis surveys from asia,Other identified publication channels,
Catalysis today,1,
Catena,1,
Cathedra: quarterly for the history of eretz-israel,1,
Catheterization and cardiovascular interventions,1,
Catholic biblical quarterly,2,
Catholic historical review,2,
Catholica: vierteljahresschrift für ökumenische theologie,1,
Cato journal,1,
Cattle practice,1,
Cauce: revista de filologia y su didactica,1,
Cauda pavonis: studies in hermeticism,1,
Cave and karst science,1,
Cbe: life sciences education,1,
Ccamlr science,1,
"Jeunesse: young people, texts, cultures",1,
Cea critic,1,
Cedla latin america studies,1,
Celestial mechanics and dynamical astronomy,1,
Cell,3,
Cell and tissue banking,1,
Cell and tissue research,1,
Cell biochemistry and biophysics,1,
Cell biochemistry and function,1,
Cell biology and toxicology,1,
Cell biology international,1,
Cell calcium,1,
Cell communication and adhesion,1,
Cell communication and signaling,1,
Cell cycle,1,
Cell death and disease,1,
Cell death and differentiation,2,
Cell host and microbe,3,
Cell metabolism,3,
Cell proliferation,1,
Cell research,2,
Cell stem cell,3,
Cell stress and chaperones,1,
Cell structure and function,1,
Cell transplantation,1,
Cells tissues organs,1,
Cellular and molecular biology letters,1,
Cellular and molecular immunology,1,
Cellular and molecular bioengineering,1,
Cellular and molecular biology,Other identified publication channels,
Cellular and molecular life sciences,2,
Cellular and molecular neurobiology,1,
Cellular immunology,1,
Cellular microbiology,1,
Cellular physiology and biochemistry,1,
Cellular polymers,1,
Cellular reprogramming,1,
Cellular signalling,1,
Cellulose,2,
Cellulose chemistry and technology,1,
Celtica: journal of the school of celtic studies,1,
Cement and concrete composites,3,
Cement and concrete research,3,
Cement wapno beton,1,
Centaurus,1,
Central asian survey,1,
Central asiatic journal,1,
Central europe,2,
Central european history,3,
Central European journal of communication,1,
Central european journal of operations research,1,
Central european journal of public health,1,
Central european neurosurgery,1,
Central european political studies review,1,
Central nervous system agents in medicinal chemistry,1,
Centro journal,1,
Cepal review,1,
Cephalalgia,2,
Ceramic engineering and science proceedings,1,
Ceramic transactions,1,
Ceramics international,1,
Ceramics: art and perception,1,
Ceramics-silikaty,1,
Ceramics technical,1,
Cereal chemistry,1,
Cereal foods world,1,
Cereal research communications,1,
Cerebellum,1,
Cerebral cortex,3,
Cerebrovascular diseases,1,
Cern reports,1,
Cerne,1,
Cervantes,1,
Cesifo economic studies,1,
Ceska a slovenska neurologie a neurochirurgie,1,
Ceska literatura,2,
Cesky casopis historicky: the czech historical review,1,
Cesky lid: ethnologicky casopis,1,
Ceu medievalia,1,
CEUR workshop proceedings,1,
Cfi: ceramic forum international,1,
Chalcogenide letters,1,
Les cahiers de champs visuels,1,
Chance,1,
Change: the magazine of higher learning,1,
Changing english,1,
Channels,1,
Chaos,1,
Chaos solitons and fractals,1,
Chasqui: revista de literatura latinoamericana,1,
Chateau-gaillard,1,
Chaucer review,2,
Cheiron: materiali e strumenti di aggiornamento storiografico,1,
Chelonian conservation and biology,1,
Chem-bio informatics journal,1,
Chembiochem,1,
ChemCatChem,1,
Chemical and engineering news,1,
Chemical and pharmaceutical bulletin,1,
Chemical and biochemical engineering quarterly,1,
Chemical and petroleum engineering,1,
Chemical and process engineering-inzynieria chemiczna i procesowa,1,
Chemical biology and drug design,1,
Chemical communications,2,
Chemical engineering,1,
Chemical engineering and technology,1,
Chemical engineering and processing,1,
Chemical engineering communications,1,
Chemical engineering journal,3,
Chemical engineering progress,1,
Chemical engineering research and design,1,Chemical engineering research & design
Chemical engineering science,3,
Chemical geology,2,
Chemical immunology,1,
Chemical industry and chemical engineering quarterly,1,
Chemical journal of chinese universities: chinese,Other identified publication channels,
Chemical papers,1,
Chemical physics,1,
Chemical physics letters,1,
Chemical processing,1,
Chemical record,1,
Chemical research in chinese universities,Other identified publication channels,
Chemical research in toxicology,2,
